PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"34417899","Preselection of robust radiomic features does not improve outcome modelling in non-small cell lung cancer based on clinical routine FDG-PET imaging","Oliveira C, Amstutz F, Vuong D, Bogowicz M, Hüllner M, Foerster R, Basler L, Schröder C, Eboulet EI, Pless M, Thierstein S, Peters S, Hillinger S, Tanadini-Lang S, Guckenberger M.","EJNMMI Res. 2021 Aug 21;11(1):79. doi: 10.1186/s13550-021-00809-3.","Oliveira C","EJNMMI Res","2021","2021/08/21","PMC8380219","","10.1186/s13550-021-00809-3"
"40182683","Predicting red blood cell transfusion for primary hip and knee arthroplasty: Designing a hub and spoke high-volume arthroplasty model","Hayter E, Badial V, Barter R, Hodgson H, Anakwe RE.","J Clin Orthop Trauma. 2025 Mar 12;64:102974. doi: 10.1016/j.jcot.2025.102974. eCollection 2025 May.","Hayter E","J Clin Orthop Trauma","2025","2025/04/04","PMC11964665","","10.1016/j.jcot.2025.102974"
"39762725","Habitat-based MRI radiomics to predict the origin of brain metastasis","Sun Y, Wang Y, Jiang M, Jia W, Chen H, Wang H, Ding Y, Wang X, Yang C, Sun B, Zhao P, Jiang W.","Med Phys. 2025 May;52(5):3075-3087. doi: 10.1002/mp.17610. Epub 2025 Jan 6.","Sun Y","Med Phys","2025","2025/01/06","PMC12082803","","10.1002/mp.17610"
"34335978","Radiomics in prostate cancer imaging for a personalized treatment approach - current aspects of methodology and a systematic review on validated studies","Spohn SKB, Bettermann AS, Bamberg F, Benndorf M, Mix M, Nicolay NH, Fechter T, Hölscher T, Grosu R, Chiti A, Grosu AL, Zamboglou C.","Theranostics. 2021 Jul 6;11(16):8027-8042. doi: 10.7150/thno.61207. eCollection 2021.","Spohn SKB","Theranostics","2021","2021/08/02","PMC8315055","","10.7150/thno.61207"
"40634828","Development and Validation of a Novel Risk Calculator to Predict Sub-optimal HIV Outcomes Among Pregnant and Postpartum Women with HIV in Kenya","Owuor K, Turan JM, Szychowski JM, Onono M, Ongeri L, Beres LK, Helova A, Ouma E, Onyando M, Patel RC, Oyaro P, Abuogi LL, Hampanda K.","AIDS Behav. 2025 Jul 10:10.1007/s10461-025-04814-8. doi: 10.1007/s10461-025-04814-8. Online ahead of print.","Owuor K","AIDS Behav","2025","2025/07/09","PMC12335848","NIHMS2097073","10.1007/s10461-025-04814-8"
"40717860","Preprocedural neutrophil-to-lymphocyte ratio: A novel predictor of permanent pacemaker implantation in self-expandable vs balloon-expandable valve cohorts following transcatheter aortic valve implantation","Khadija HA, Alnees M, Ayyad O, Gandelman G, Sella G, Hamdeh NA, Haim A, Hamdan Y, Kirzhner A, Darwish A, Najajra D, Schiller T, Blatt A, George J.","Heart Rhythm O2. 2025 Mar 11;6(6):766-780. doi: 10.1016/j.hroo.2025.03.003. eCollection 2025 Jun.","Khadija HA","Heart Rhythm O2","2025","2025/07/28","PMC12287960","","10.1016/j.hroo.2025.03.003"
"33965640","Learning from past respiratory failure patients to triage COVID-19 patient ventilator needs: A multi-institutional study","Carmichael H, Coquet J, Sun R, Sang S, Groat D, Asch SM, Bledsoe J, Peltan ID, Jacobs JR, Hernandez-Boussard T.","J Biomed Inform. 2021 Jul;119:103802. doi: 10.1016/j.jbi.2021.103802. Epub 2021 May 27.","Carmichael H","J Biomed Inform","2021","2021/05/09","PMC8159260","","10.1016/j.jbi.2021.103802"
"38938477","Moving From PQRST to AI: Advancing Transparency, Reliability, and Clinical Translation in ECG Deep Learning","Haggerty CM, Poterucha TJ.","JACC Adv. 2023 Nov 8;2(10):100682. doi: 10.1016/j.jacadv.2023.100682. eCollection 2023 Dec.","Haggerty CM","JACC Adv","2023","2024/06/28","PMC11198208","","10.1016/j.jacadv.2023.100682"
"33753286","A study design for statistical learning technique to predict radiological progression with an application of idiopathic pulmonary fibrosis using chest CT images","Kim GHJ, Shi Y, Yu W, Wong WK.","Contemp Clin Trials. 2021 May;104:106333. doi: 10.1016/j.cct.2021.106333. Epub 2021 Mar 19.","Kim GHJ","Contemp Clin Trials","2021","2021/03/23","PMC8204677","NIHMS1688344","10.1016/j.cct.2021.106333"
"33032545","Risk score for predicting primary cesarean delivery in women with gestational diabetes mellitus","Phaloprakarn C, Tangjitgamol S.","BMC Pregnancy Childbirth. 2020 Oct 8;20(1):607. doi: 10.1186/s12884-020-03306-y.","Phaloprakarn C","BMC Pregnancy Childbirth","2020","2020/10/09","PMC7545573","","10.1186/s12884-020-03306-y"
"35532797","A machine learning approach applied to gynecological ultrasound to predict progression-free survival in ovarian cancer patients","Arezzo F, Cormio G, La Forgia D, Santarsiero CM, Mongelli M, Lombardi C, Cazzato G, Cicinelli E, Loizzi V.","Arch Gynecol Obstet. 2022 Dec;306(6):2143-2154. doi: 10.1007/s00404-022-06578-1. Epub 2022 May 9.","Arezzo F","Arch Gynecol Obstet","2022","2022/05/09","PMC9633520","","10.1007/s00404-022-06578-1"
"34673634","Development and External Validation of a Model for Predicting Sufficient Filter Lifespan in Anticoagulation-Free Continuous Renal Replacement Therapy Patients","Zhang W, Bai M, Zhang L, Yu Y, Li Y, Zhao L, Yue Y, Li Y, Zhang M, Fu P, Sun S, Chen X.","Blood Purif. 2022;51(8):668-678. doi: 10.1159/000519409. Epub 2021 Oct 21.","Zhang W","Blood Purif","2022","2021/10/21","PMC9501746","","10.1159/000519409"
"39251255","Automated Idiopathic Normal Pressure Hydrocephalus Diagnosis via Artificial Intelligence-Based 3D T1 MRI Volumetric Analysis","Lee J, Kim D, Suh CH, Yun S, Choi KS, Lee S, Jung W, Kim J, Heo H, Shim WH, Jo S, Chung SJ, Lim JS, Kim HS, Kim SJ, Lee JH.","AJNR Am J Neuroradiol. 2025 Jan 8;46(1):33-40. doi: 10.3174/ajnr.A8489.","Lee J","AJNR Am J Neuroradiol","2025","2024/09/09","PMC11735443","","10.3174/ajnr.A8489"
"37088692","Development and international validation of custom-engineered and code-free deep-learning models for detection of plus disease in retinopathy of prematurity: a retrospective study","Wagner SK, Liefers B, Radia M, Zhang G, Struyven R, Faes L, Than J, Balal S, Hennings C, Kilduff C, Pooprasert P, Glinton S, Arunakirinathan M, Giannakis P, Braimah IZ, Ahmed ISH, Al-Feky M, Khalid H, Ferraz D, Vieira J, Jorge R, Husain S, Ravelo J, Hinds AM, Henderson R, Patel HI, Ostmo S, Campbell JP, Pontikos N, Patel PJ, Keane PA, Adams G, Balaskas K.","Lancet Digit Health. 2023 Jun;5(6):e340-e349. doi: 10.1016/S2589-7500(23)00050-X. Epub 2023 Apr 21.","Wagner SK","Lancet Digit Health","2023","2023/04/23","PMC10279502","NIHMS1904817","10.1016/S2589-7500(23)00050-X"
"36877860","Application of machine learning approach in emergency department to support clinical decision making for SARS-CoV-2 infected patients","Casano N, Santini SJ, Vittorini P, Sinatti G, Carducci P, Mastroianni CM, Ciardi MR, Pasculli P, Petrucci E, Marinangeli F, Balsano C.","J Integr Bioinform. 2023 Mar 7;20(2):20220047. doi: 10.1515/jib-2022-0047. eCollection 2023 Jun 1.","Casano N","J Integr Bioinform","2023","2023/03/06","PMC10561065","","10.1515/jib-2022-0047"
"34703636","Using machine learning to create a decision tree model to predict outcomes of COVID-19 cases in the Philippines","Migriño JR Jr, Batangan ARU.","Western Pac Surveill Response J. 2021 Sep 14;12(3):56-64. doi: 10.5365/wpsar.2021.12.3.831. eCollection 2021 Jul-Sep.","Migriño JR Jr","Western Pac Surveill Response J","2021","2021/10/27","PMC8521127","","10.5365/wpsar.2021.12.3.831"
